musicId,fileName,title,artist,album,genre,genre_grouped,audio_arousal,audio_valence,audio_emotion_quadrant_label,lyrics_emotion_quadrant_label,match_status,emotion_pair,YT id,duration,matched video title,dominant_tempo_variance,tempo_transition_complexity,active_bpm_variance,pitch_high,pitch_low,pitch_range,rms_variance,repeated_area_all,repetition_ratio_all,repeated_area_triu,repetition_ratio_triu,key,scale,strength,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,centroid_mean,centroid_std,total_transition,unique_transition,transition_diversity,transition_per_sec,unique_transition_per_sec
120,Chance The Rapper - No Problem,No Problem,Chance The Rapper,Coloring Book,Hip-Hop,Hip-Hop,0.7625,0.7625,Q1,Q2,mismatch,PN,DbIwOKe3QfQ,305.0,No Problem (feat. Lil Wayne & 2 Chainz),4.13622208978237,0.2007774982849302,632.8782064320588,170.6259238017108,65.40639132514966,105.21953247656114,0.0080179711803793,97825009,0.5683926225903954,48905953,0.5683598136429753,D,major,0.91680246591568,-30.24898,75.07879,79.82077,36.212597,-16.57506,29.692095,9.269774,19.321802,-7.3843246,18.683937,4.9038186,16.093945,2.1709743,14.720018,3.1310678,13.434703,-2.6944177,12.9370365,1.8267311,12.32998,3.9092827,11.225315,5.8256254,9.9883175,0.44738755,9.7817335,2599.871552746964,829.4608297686658,123,27,0.21951219512195122,0.40327868852459015,0.08852459016393442
184,DJ Khaled - Holy Key,Holy Key,DJ Khaled,Major Key,Hip-Hop,Hip-Hop,0.825,0.6375,Q1,Q2,mismatch,PN,zy9JN3fhmFk,282.0,Holy Key,0.4492653750411346,0.1801712779973649,368.25960563705456,455.516566490206,65.40639132514966,390.1101751650564,0.0176967009902,79566224,0.5395171208562685,39777052,0.5394793619338804,C#,minor,0.8026583790779114,-14.6949625,78.25473,65.23699,30.67751,0.2706127,29.268948,18.836683,21.002846,-4.2694774,17.075651,3.8953612,15.310324,-7.5295734,13.375781,5.591331,13.127224,-6.646436,11.751863,4.9566846,11.665855,-2.7980793,10.778179,2.851448,9.57985,0.72434515,9.213539,2949.163347975259,900.3490308180487,73,17,0.2328767123287671,0.25886524822695034,0.06028368794326241
928,Tinie Tempah - Text from Your Ex,Text from Your Ex,Tinie Tempah,Text fom Your Ex,Hip-Hop,Hip-Hop,0.8375,0.825,Q1,Q2,mismatch,PN,UVAVtCKJZ4c,206.0,Tinie Tempah - Text From Your Ex ft. Tinashe (Clean),5.150026087475432,0.0790692420648367,223.04424558921127,113.87914162255151,65.40639132514966,48.47275029740186,0.0158986337482929,47900589,0.6111670405010824,23945879,0.6111233952315188,A,minor,0.9357417821884156,-55.70885,81.287125,80.84738,39.374844,5.8855267,31.233566,17.716887,19.236322,2.202043,19.195427,5.597285,15.267042,-3.0463505,13.032544,0.49328673,17.245924,-3.312689,11.170884,4.5708084,11.506536,-4.063493,10.785875,3.5970707,9.975911,-2.0215745,11.072101,2578.0701805904746,1087.0924042491888,97,34,0.35051546391752575,0.470873786407767,0.1650485436893204
239,Drake - Ice Melts,Ice Melts,Drake,More Life,Hip-Hop,Hip-Hop,0.625,0.6875,Q4,Q2,mismatch,PN,mueGctT6DTM,255.0,Drake Feat. Young Thug - Ice Melts (Audio),4.937691660554576,0.1354821087134662,465.3279140834715,425.011984726932,65.40639132514966,359.60559340178236,0.0170981809496879,65252467,0.540947313731918,32620749,0.5409056293402763,E,major,0.8918910026550293,-153.24092,111.88344,80.810425,48.562027,1.0156851,37.10487,4.089042,23.439312,-3.145622,20.807487,-4.280735,16.59681,-8.264672,14.645162,5.6621776,15.748656,-5.4064384,13.070926,2.6469955,11.84982,-2.0099936,10.850724,-0.16894878,9.077902,-2.35891,9.932195,2418.7386106981025,1372.4033587493666,87,26,0.2988505747126437,0.3411764705882353,0.10196078431372549
632,Machine Gun Kelly - At My Best,At My Best,Machine Gun Kelly,At My Best,Hip-Hop,Hip-Hop,0.8625,0.6875,Q1,Q2,mismatch,PN,8DQAfm3opdg,198.0,Machine Gun Kelly - At My Best (Audio),4.045216892495077,0.152258064516129,464.86633811542725,99.71184887709214,65.40639132514966,34.30545755194248,0.0107636470347642,31184635,0.4290934546486528,15588058,0.4290265608507839,Bb,major,0.8517457246780396,-87.11605,96.696945,102.946724,43.15171,-10.113315,24.005768,26.909615,19.321726,15.527324,14.971639,13.654834,11.863217,5.715719,12.010578,9.51579,10.162621,3.3586116,10.481168,8.579664,8.218571,-0.88230467,8.738777,5.1220536,8.294584,3.8429024,7.895587,2041.4172428192664,925.6214563599814,112,26,0.23214285714285715,0.5656565656565656,0.13131313131313133
308,Eminem - Love The Way You Lie,Love The Way You Lie,Eminem,Now Thats What I disposition Music! 37 (US Retail),Hip-Hop,Hip-Hop,0.8125,0.85,Q1,Q2,mismatch,PN,acMtKzTbAAU,263.0,Love The Way You Lie,3.3505018217370304,0.1280084633694789,337.37436613506895,590.7319012233158,65.40639132514966,525.3255098981662,0.0067612524144351,97773661,0.7599167422960311,48881169,0.7598957301239513,Bb,major,0.9433271884918212,-41.945847,93.41075,80.33077,33.443832,-20.813158,23.686268,18.095373,19.641151,8.950027,14.63151,3.8701694,13.139702,1.1737602,10.181232,5.7764373,14.869018,-0.8182409,10.20758,2.242818,8.178221,-4.1074862,8.528816,-0.346305,8.339444,-5.680565,8.650506,2674.1092331840982,1028.3634754507152,91,13,0.14285714285714285,0.34600760456273766,0.049429657794676805
153,Chris Young - Sober Saturday Night (feat. Vince Gill),Sober Saturday Night (feat. Vince Gill),Chris Young,Sober Saturday Night (feat. Vince Gill),Country,Country,0.675,0.65,Q1,Q3,mismatch,PN,ECEbBJq5pvM,212.0,Chris Young - Sober Saturday Night (feat. Vince Gill) ft. Vince Gill,6.0733314325636165,0.2007235255426441,879.5340942658414,173.60841241450115,65.40639132514966,108.20202108935148,0.0070414124056696,33931396,0.4077759346962352,16961139,0.4077110530423622,C#,major,0.9425305128097534,-109.75736,133.63702,104.01831,39.385567,-11.617259,24.290668,29.698233,14.729525,14.467534,15.355082,4.9490676,11.339298,-2.0357957,10.177053,8.329506,9.655952,-2.69609,10.03118,2.3914373,9.982681,-0.8281272,9.194964,1.2044511,8.215578,-2.139383,7.361718,1942.183262244134,864.4858871162199,62,16,0.25806451612903225,0.29245283018867924,0.07547169811320754
448,Jason Aldean - A Little More Summertime,A Little More Summertime,Jason Aldean,They Don't Know,Country,Country,0.775,0.7375,Q1,Q3,mismatch,PN,8R8MNKMAgMk,220.0,A Little More Summertime,2.1274998226279123,0.1510152284263959,916.163596967771,151.1349012203898,65.40639132514966,85.72850989524014,0.0120925903320312,55972164,0.6259752623961796,27981365,0.6259359500564164,A,major,0.9629247784614564,-36.15011,120.038376,90.11958,28.530304,3.0890641,29.474548,30.827824,12.029312,8.272061,11.173471,8.908372,8.991273,-2.781049,8.754459,4.136583,7.6029525,-2.1236076,8.593236,2.0902824,7.9425454,-3.8414834,7.465703,-2.2300847,7.4182878,-5.747659,6.7746677,2280.4202334520655,793.9788767604829,40,12,0.3,0.18181818181818182,0.05454545454545454
66,Billy Currington - It Don't Hurt Like It Used To,It Don't Hurt Like It Used To,Billy Currington,Summer Forever,Country,Country,0.8625,0.7625,Q1,Q3,mismatch,PN,Ib__egjHZcI,186.0,Billy Currington - It don't hurt like it used to,3.536737361956073,0.1643989514417675,1026.9687131448782,144.30989148811935,65.40639132514966,78.90350016296969,0.0010772373061627,42716317,0.6656107651006206,21354156,0.6655691121337375,Eb,major,0.9923649430274964,-129.07996,112.87896,89.99383,26.005299,-4.7620044,17.759909,26.688385,13.14072,2.4175742,11.558781,6.9862933,12.011636,-1.469743,9.561723,6.556535,7.490741,-1.9668775,7.854012,8.795851,8.806552,0.07551293,7.6622,3.1791842,7.7647915,-0.8026766,7.1236596,2311.303451078912,730.9737820168134,52,10,0.19230769230769232,0.27956989247311825,0.053763440860215055
740,Old Dominion - Song for Another Time,Song for Another Time,Old Dominion,Meat and Candy,Country,Country,0.7954545454549999,0.75,Q1,Q3,mismatch,PN,28YUp-bTdfg,195.0,Old Dominion - Song for Another Time (Audio),5.123566682018403,0.1243436754176611,980.784059600367,127.82501456536237,65.40639132514966,62.418623240212696,0.0116936024278402,41540106,0.5915337973695752,20765874,0.5914853618875009,B,major,0.9492592811584472,-38.044777,102.91061,88.220825,26.669752,-6.144904,17.98085,20.434229,13.180074,-0.107943006,11.767058,4.65747,8.924872,-3.6268365,8.376921,1.1513159,8.780174,-2.251129,7.7793655,4.602161,7.926698,-3.228429,7.9954104,5.8967557,7.1413617,-1.5465857,7.1719017,2435.717065301393,792.8222335517747,104,13,0.125,0.5333333333333333,0.06666666666666667
216,Dierks Bentley - Different for Girls,Different for Girls,Dierks Bentley,Black,Country,Country,0.65,0.6625,Q1,Q3,mismatch,PN,pBJ0F-4VvhM,181.0,Dierks Bentley - Different For Girls ft. Elle King (Official Audio),5.823772930359425,0.1546259463621198,335.5315619249782,161.0494265540188,65.40639132514966,95.64303522886914,0.0127821788191795,41964059,0.6909842310948098,20978137,0.6909447047592598,E,major,0.9428946375846864,-71.87644,120.06414,117.399315,37.89679,8.978781,21.122398,28.768427,14.663529,12.102809,11.667696,4.019202,11.651673,0.2185042,8.990207,2.5294712,9.543861,-1.3179692,10.013081,5.680273,7.339459,-2.9442112,7.7061715,4.580379,6.553487,-0.6757258,7.239597,1764.835114663987,795.5968015233449,83,11,0.13253012048192772,0.4585635359116022,0.06077348066298342
168,Cole Swindell - Middle of a Memory,Middle of a Memory,Cole Swindell,You Should Be Here,Country,Country,0.7125,0.625,Q1,Q3,mismatch,PN,68iFzOKr_n4,228.0,Cole Swindell - Middle Of A Memory (Official Audio),4.6215286601113155,0.1679755226925038,832.0225043732695,184.9972113558172,65.40639132514966,119.59082003066754,0.0086183613166213,41302787,0.4296196744212293,20646500,0.4295616833433512,B,major,0.93447744846344,-51.88943,126.489685,99.67499,36.45736,2.4893622,21.043478,30.725414,17.182295,8.80218,12.525694,1.0064223,12.060046,0.20477818,11.546017,3.252657,13.256165,-8.619902,10.776294,3.2330682,12.743909,-6.751318,9.775124,-0.2032266,9.18494,-1.6464726,8.344071,2135.022485754713,921.9370717861595,95,13,0.1368421052631579,0.4166666666666667,0.05701754385964912
313,Eric Church - Kill a Word,Kill a Word,Eric Church,Mr. Misunderstood,Country,Country,0.5375,0.6625,Q4,Q2,mismatch,PN,2EraXMffqKU,199.0,Kill A Word,2.3841665313013825,0.1523310023310023,577.2611104454985,136.21039964151845,65.40639132514966,70.8040083163688,0.0088651813566684,55204360,0.7498921435984373,27597891,0.7498630172718062,D,major,0.9425947070121764,-79.101265,94.7646,87.94661,31.778927,2.8196464,21.447882,35.6066,14.279548,7.551632,12.400934,11.576698,12.661903,3.5022962,10.128704,7.1979556,10.098233,0.2929419,9.294463,10.257069,8.626189,-4.8696833,9.258408,3.6508522,7.3851147,-3.0082896,7.2302423,2241.991504755427,847.7492313201348,52,7,0.1346153846153846,0.2613065326633166,0.035175879396984924
72,Blake Shelton - Go Ahead and Break My Heart,Go Ahead and Break My Heart,Blake Shelton,If I'm Honest,Country,Country,0.75,0.6875,Q1,Q2,mismatch,PN,97GZLvpHmIk,267.0,Blake Shelton - Go Ahead And Break My Heart (ft. Gwen Stefani) (Official Audio),1.2401099077534103,0.1355387687765911,727.0268545264212,133.09934981412218,65.40639132514966,67.69295848897252,0.011745236814022,81530503,0.614669109556075,40759504,0.6146358149511106,G,major,0.973138153553009,-51.086567,119.30715,101.81906,29.99458,-2.4169166,19.578485,28.475233,13.323251,4.7105126,10.569415,5.304752,10.451726,1.9070683,8.976015,6.5763707,8.947174,-0.98415965,8.609557,2.5326195,7.387647,-3.833674,7.599412,3.7072208,7.7840266,-1.75812,6.9111047,2012.319789584032,653.3943118194322,61,13,0.21311475409836064,0.22846441947565543,0.04868913857677903
752,Panic! At The Disco - Bohemian Rhapsody,Bohemian Rhapsody,Panic! At The Disco,Suicide Squad: The Album,Rock,Rock,0.8375,0.7875,Q1,Q2,mismatch,PN,Jl6oJTB4TpA,362.0,Panic! At The Disco - Bohemian Rhapsody (from Suicide Squad: The Album) (Official Audio),2.0140156780972784,0.2267214271963036,1291.995422952238,176.64303400994282,65.40639132514966,111.23664268479315,0.0066406531259417,60541365,0.2493159522055376,30262907,0.2492679076330864,Bb,major,0.9294609427452089,-96.681076,113.99609,100.35962,43.16681,-9.641583,20.997152,22.043953,20.270496,-1.9373655,13.3578615,5.4428487,13.629776,-5.809633,12.752334,1.042833,10.360909,-3.5230186,10.544052,-1.5124311,10.374314,-3.5226054,9.95392,-0.09187014,10.143892,-5.0393863,8.290322,2157.229628634588,877.8738504045788,153,70,0.45751633986928103,0.42265193370165743,0.19337016574585636
304,Elle King - America's Sweetheart,America's Sweetheart,Elle King,Love Stuff,Alternative Rock,Rock,0.9,0.7375,Q1,Q2,mismatch,PN,VOMYn-A4SVk,248.0,Elle King - America's Sweetheart (Audio),2.4260642868664655,0.1484396963733483,675.3203959759776,115.86971395503193,65.40639132514966,50.46332262988227,0.0084010539576411,101539373,0.8917112329638435,50764352,0.8917011016289628,Ab,major,0.9664991497993468,-25.099865,97.21962,95.205376,31.103754,-18.25749,18.199604,25.921171,16.036842,3.028014,10.495861,5.9192877,11.128207,3.1605852,8.693027,4.7611513,8.88155,4.164408,8.1511345,4.3626842,7.8049326,3.7354052,6.936991,4.4043665,6.6103563,0.61374944,6.9186754,2216.710433615678,752.7116963101935,76,12,0.15789473684210525,0.3064516129032258,0.04838709677419355
804,David Guetta - Shed A Light,Shed A Light,David Guetta,Shed A Light,EDM,EDM,0.675,0.65,Q1,Q3,mismatch,PN,3HQypxbOZTg,190.0,Shed A Light (Audio by Robin Schulz & David Guetta),3.907518916189633,0.1805929919137466,1019.908570225898,157.37105256787842,65.40639132514966,91.96466124272877,0.0100551042705774,31717082,0.4761020419571551,15854464,0.4760379667450342,Ab,major,0.9430503845214844,-29.948044,72.12333,90.23345,30.224617,-2.195674,19.76684,8.070507,14.312588,0.15695968,13.427157,3.1934297,10.771643,-5.663174,10.368246,1.0716085,8.695473,-5.0208745,9.422064,2.2478967,10.343031,-6.147554,9.346624,4.2172346,8.052473,-3.433342,7.671507,2499.9456683419417,868.2447890174127,83,7,0.08433734939759036,0.4368421052631579,0.03684210526315789
713,Nevada - The Mack,The Mack,Nevada,The Mack,EDM,EDM,0.6875,0.7375,Q1,Q2,mismatch,PN,NyVp877Jl3A,209.0,The Mack - Fetty Wap ft. Mark Morrison,6.619603155015186,0.1554962765366233,432.6273679039569,85.3129619008554,65.40639132514966,19.906570575705743,0.0229905229061841,63713573,0.7871119748473331,31852293,0.7870884336575212,C,major,0.9479923248291016,-31.438261,118.58699,69.80753,25.998531,4.0083127,19.775902,6.7841535,18.6595,-1.5143598,15.767368,10.833817,13.304528,-6.488395,12.8257,3.7902987,12.395355,-5.9554596,11.680882,7.1739416,11.485043,1.6178517,9.975497,4.0960608,10.035177,3.6477854,9.918869,2843.1373758820646,811.0931242304349,117,16,0.13675213675213677,0.5598086124401914,0.07655502392344497
661,Bebe Rexha - In The Name Of Love,In The Name Of Love,Bebe Rexha,In The Name Of Love,EDM Pop,Pop,0.6375,0.55,Q3,Q1,mismatch,NP,AeGfss2vsZg,199.0,Martin Garrix & Bebe Rexha - In The Name Of Love (Official Audio),0.7900316489745529,0.213218122372723,719.111249220366,993.4886762293952,65.40639132514966,928.0822849042456,0.0140127232298254,20466748,0.2790586732072669,10229095,0.2789745624143673,C,major,0.8787702918052673,-74.301834,97.35699,80.603615,35.560253,0.27298138,23.886305,2.7125978,22.886484,3.4177365,17.00769,3.137842,18.139975,8.401325,15.315557,1.4331369,15.119544,0.311565,12.975855,1.5727066,15.516111,-6.5169897,11.844112,3.137351,13.508138,0.88299155,13.529853,2472.4759612468633,892.8211836991436,83,7,0.08433734939759036,0.41708542713567837,0.035175879396984924
252,Drake - Fire & Desire,Fire & Desire,Drake,Views,R&B,Pop,0.1375,0.3625,Q3,Q4,mismatch,NP,jGMCfshaJuw,238.0,Drake - Fire & Desire,4.453751205645001,0.1274834437086092,513.4470862611653,211.28204791122093,65.40639132514966,145.87565658607127,0.0265183448791503,26078028,0.2473449382797361,13033883,0.2472716870162682,B,major,0.8818750381469727,-239.39516,124.93705,83.92671,47.829594,30.792763,34.853245,26.696636,21.358221,22.22602,20.097694,14.180658,15.871429,0.65621644,14.51784,9.05656,12.794197,-0.6923494,12.460857,6.0000353,10.457354,3.282733,10.671507,1.4252183,9.797375,-0.50071293,9.74268,1824.7714507401624,1451.8209424089357,101,35,0.3465346534653465,0.42436974789915966,0.14705882352941177
212,Demi Lovato - Body Say,Body Say,Demi Lovato,Body Say,Pop,Pop,0.6625,0.6,Q2,Q1,mismatch,NP,Jca0B2lbqpU,192.0,Demi Lovato - Body Say (Official Audio),3.947029947945929,0.111446510504709,282.0866835383334,79.1413469005951,65.40639132514966,13.73495557544544,0.0172053296118974,28213672,0.4113288399890342,14102698,0.4112578405086187,F,minor,0.8413937091827393,-43.618298,86.005516,98.67221,34.512135,-2.5980148,24.500734,14.989909,17.529293,11.565132,12.151561,2.6430707,13.672146,2.4954898,10.657319,7.0738006,11.366048,4.2720313,9.057108,6.1081505,10.806495,-2.7214453,9.675555,3.5132987,8.9926815,-1.9893422,8.04444,2179.3374978275274,793.1539024656837,110,17,0.15454545454545454,0.5729166666666666,0.08854166666666667
715,New Edition - Can You Stand the Rain,Can You Stand the Rain,New Edition,"Slow Jam Classic, Vol. 2",R&B,Pop,0.325,0.525,Q3,Q4,mismatch,NP,fTJm_KEVK5o,298.0,New Edition - Can You Stand The Rain (Official Audio) #Heartbreak35,4.955700621986232,0.1347368421052631,961.9095374060014,182.87233715141332,65.40639132514966,117.46594582626366,0.0016823622863739,83883537,0.5099903833658219,41935372,0.5099523675759023,Ab,major,0.9303496479988098,-176.89421,112.9474,100.37452,33.03593,25.228706,24.239592,19.81763,14.287659,2.1153026,12.594111,2.7129943,10.679602,-0.26297957,9.364459,2.0755515,8.19875,-7.640333,8.75971,1.2151176,8.28579,-5.4163976,7.746013,1.5678983,7.558214,-3.4668522,7.693688,2178.2952254452025,827.2888131570993,125,19,0.152,0.41946308724832215,0.06375838926174497
128,Charlie Puth - One Call Away,One Call Away,Charlie Puth,One Call Away (Acoustic),Pop,Pop,0.5125,0.6,Q3,Q1,mismatch,NP,7pFXFu59iNw,194.0,One Call Away,5.448574344308138,0.1494925373134328,543.4496820637113,458.1553471153147,65.40639132514966,392.74895579016504,0.0128369368612766,28394871,0.4048277442637558,14193253,0.4047568130211136,C#,major,0.958991527557373,-91.28136,112.326675,102.785805,33.218925,0.32892635,18.6896,18.255503,18.614807,-0.58664596,14.937136,6.5956855,12.57967,-0.90910107,10.766473,0.5570424,11.150724,-1.5329078,9.684114,-1.4468256,10.083881,-2.0647178,8.668671,0.41541716,10.09052,-4.688802,8.301115,1953.06083455185,779.7854449238837,95,15,0.15789473684210525,0.4896907216494845,0.07731958762886598
948,Usher - No Limit [dirty],No Limit [dirty],Usher,No Limit,R&B,Pop,0.4875,0.4,Q3,Q1,mismatch,NP,uo2aAmB8EJ0,229.0,No Limit,4.112105745181241,0.1590493601462523,226.7025937091167,124.18608452867444,65.40639132514966,58.779693203524786,0.0177612528204917,34101512,0.3517660907489867,17045839,0.3517003705722262,Eb,minor,0.7133244276046753,-88.79917,79.05706,112.41727,49.09153,20.078625,30.054081,25.176626,21.811907,18.068443,18.758348,2.5654721,14.627315,-1.4795005,14.5961685,15.593998,12.849646,-4.620385,13.302039,12.169563,12.110983,8.207056,12.718384,2.6337798,10.077024,3.8419266,9.793884,1786.7705266924945,995.4699165879772,150,19,0.12666666666666668,0.6550218340611353,0.08296943231441048
446,James Arthur - Say You Won't Let Go,Say You Won't Let Go,James Arthur,Say You Won't Let Go,Pop,Pop,0.425,0.4875,Q3,Q1,mismatch,NP,0yW7w8F2TVA,211.0,James Arthur - Say You Won't Let Go,0.2356850833254859,0.2131996474217717,824.2784204890645,479.82340237271336,65.40639132514966,414.41701104756373,0.0062821409665048,24783920,0.3008714812345133,12387430,0.3007946365372544,Bb,major,0.9344653487205504,-127.83622,98.12678,117.723366,38.24466,8.593783,19.379663,9.292814,15.790398,13.736576,14.524418,10.398329,11.716938,-8.301446,12.152013,4.9749064,11.38343,-4.963275,11.565109,-0.16702543,9.150201,-2.9261937,10.231211,1.0509949,9.5977,-3.6270585,9.58021,1785.342751173554,852.9538748499023,83,8,0.0963855421686747,0.3933649289099526,0.037914691943127965
770,Prince - 1999 (LP Version),1999 (LP Version),Prince,,Funk,Pop,0.5625,0.6125,Q3,Q1,mismatch,NP,weUhBGA8mxo,379.0,1999,3.151687649028787,0.063609648585772,257.2675922594114,176.64303400994282,65.40639132514966,111.23664268479315,0.0054812408052384,256359772,0.9608703096942184,128171725,0.9608679589303408,F,major,0.9253221154212952,-75.84139,98.04259,73.53577,29.57424,-20.359499,20.430882,18.938654,16.880615,-4.659354,11.88844,12.773729,11.43401,-4.695026,9.248949,4.7892427,8.4092865,-3.0435078,8.645555,4.37099,7.568975,-2.3466027,7.3700657,2.3139603,6.712191,-1.6563225,6.3674846,2724.655445451918,802.1237735646856,85,16,0.18823529411764706,0.22427440633245382,0.04221635883905013
771,Prince - I Would Die 4 U,I Would Die 4 U,Prince,Purple Rain (Soundtrack from the Motion Picture),Pop,Pop,0.425,0.5625,Q3,Q1,mismatch,NP,iGCIdHrRXW0,170.0,I Would Die 4 U,0.3543409121765831,0.1114000273710141,81.82133065793876,145.9866916572425,65.40639132514966,80.58030033209283,0.0012069726362824,49742737,0.9316471572493604,24867717,0.9316378764633668,A,major,0.90514475107193,-106.96254,49.09873,62.2529,17.40771,4.34591,15.377795,23.52768,13.589171,-0.5186272,9.097495,16.424923,8.065317,1.5645511,6.8574567,6.894937,7.5105805,-0.5883067,6.7342176,9.267605,7.0494967,-2.3134818,5.776771,4.4511304,5.805663,0.8604844,5.5431585,3147.8899694203674,550.8112336605894,57,18,0.3157894736842105,0.3352941176470588,0.10588235294117647
156,Christina Aguilera - Change,Change,Christina Aguilera,Change,Pop,Pop,0.6625,0.55,Q2,Q1,mismatch,NP,OBSghlH0JgM,188.0,Christina Aguilera - Change (Official Lyric Video),5.710577392809516,0.1918079445613166,1062.2389317931957,437.46578647972086,65.40639132514966,372.0593951545712,0.0134494751691818,29503429,0.4517958951104536,14747678,0.4517281705896118,F#,major,0.907061755657196,-156.01591,115.226006,120.11841,42.87595,0.59341633,30.143753,13.678655,22.904703,13.022713,16.443909,-1.3980995,19.841228,2.6567345,15.926997,-4.4681206,18.161572,-4.1530995,14.0086155,2.6891391,14.242316,-12.85031,11.16169,-5.295903,9.5765915,-1.3159807,11.082822,1805.5053210890253,925.3457905079536,44,10,0.22727272727272727,0.23404255319148937,0.05319148936170213
719,Nick Jonas - Bom Bidi Bom,Bom Bidi Bom,Nick Jonas,Fifty Shades Darker (Original Motion Picture Soundtrack),Pop,Pop,0.525,0.5625,Q3,Q1,mismatch,NP,teLXkR3Hm3c,215.0,Nick Jonas & Nicki Minaj - Bom Bidi Bom (Official Audio),5.697748197950946,0.1097903609250054,219.53531716540175,226.44649206156825,65.40639132514966,161.0401007364186,0.0096856821328401,44557138,0.5203053566541638,22273944,0.5202535613015397,C#,minor,0.8386822938919067,-96.91269,88.09039,103.56797,36.792828,0.23162709,26.263777,20.418728,17.88618,7.452679,14.455959,12.143037,13.403229,0.9145734,13.603209,5.024304,13.544343,-1.5772665,12.898027,6.5523343,10.595886,0.26444402,9.99916,2.79462,10.618615,-1.0085046,10.187991,1963.781388701292,865.3296658573852,90,22,0.24444444444444444,0.4186046511627907,0.10232558139534884
238,Drake - One Dance,One Dance,Drake,Views,Pop/Dancehall,Pop,0.6375,0.5625,Q3,Q1,mismatch,NP,FOqKN-ouAUE,174.0,One Dance (feat. WizKid & Kyla) - Drake (Official Audio),3.3275106486600543,0.0836886993603411,265.22597237407996,420.1303057205832,65.40639132514966,354.72391439543355,0.0268276929855346,41261606,0.7327578454248708,20627053,0.7327222984295976,Bb,minor,0.8173877596855164,-121.047356,98.953415,94.59918,33.37548,12.020194,28.02029,23.66766,17.863924,6.924709,16.449566,7.81296,15.659765,0.5477063,14.946426,10.930158,16.62972,-2.7210357,12.572433,3.9623842,12.823192,2.6714735,11.134643,-0.447026,8.932047,0.7098745,9.718946,2018.5007793215127,941.9724954262056,63,33,0.5238095238095238,0.3620689655172414,0.1896551724137931
414,Harry Styles - Sweet Creature,Sweet Creature,Harry Styles,Harry Styles,Pop,Pop,0.579545454545,0.545454545455,Q3,Q4,mismatch,NP,8uD6s-X3590,226.0,Harry Styles - Sweet Creature (Audio),1.4599728211932594,0.2640247040658775,602.6959181341417,200.5789474828077,65.40639132514966,135.17255615765805,0.0103349089622497,22146231,0.2346465729810139,11068267,0.2345679750170363,G,major,0.9369951486587524,-130.39531,100.1153,122.672005,41.763954,11.149139,20.849262,11.889643,18.091986,9.378037,14.298929,8.452398,10.719869,-2.3143427,12.43648,4.6777387,10.003581,-4.5297117,9.882908,0.08812001,10.594449,-4.7329035,9.323609,0.058817647,9.25358,-5.7834573,10.051093,1550.5609905524727,952.8938813785398,64,13,0.203125,0.2831858407079646,0.05752212389380531
225,Drake - Get It Together,Get It Together,Drake,More Life,R&B,Pop,0.4125,0.525,Q3,Q4,mismatch,NP,CzmiPn1BJms,250.0,Get It Together,2.6706465789439733,0.0577814876646262,324.77580584663986,124.18608452867444,65.40639132514966,58.779693203524786,0.0225626565515995,92379246,0.7946497630431064,46184233,0.7946307328285981,F,minor,0.9012844562530518,-138.84828,104.49496,125.69683,44.81598,33.86115,23.44244,24.758823,17.234621,11.897458,15.720071,13.08845,13.301711,5.7021346,13.312964,2.748604,11.129963,-1.080209,10.765405,3.734717,9.47663,0.12100317,9.396351,4.9754934,7.950224,1.010315,7.846673,1468.4312899691786,1030.897894721623,59,21,0.3559322033898305,0.236,0.084
324,Fergie - M.I.L.F. $,M.I.L.F. $,Fergie,M.I.L.F. $,Pop,Pop,0.8875,0.55,Q2,Q1,mismatch,NP,5AhxNiBeogY,165.0,Fergie - M.I.L.F. $ (Audio),1.94828398082386,0.1157569804967026,227.29371967378353,128.565497341737,65.40639132514966,63.159106016587344,0.0152033157646656,35390029,0.6967346363986279,17691452,0.6966921181919736,F,major,0.708643913269043,-63.712494,115.47509,74.15911,37.90769,-5.81357,27.847597,18.594769,23.735245,7.330267,16.293703,9.66138,15.8165865,8.199172,13.604095,7.2604265,12.693243,2.6967354,9.836277,6.5100017,9.7519045,1.2329024,8.303236,7.9139977,9.36332,0.0935407,8.294169,2456.9327776151963,931.725497171842,57,13,0.22807017543859648,0.34545454545454546,0.07878787878787878
