musicId,fileName,title,artist,album,genre,genre_grouped,audio_arousal,audio_valence,audio_emotion_quadrant_label,lyrics_emotion_quadrant_label,match_status,emotion_pair,YT id,duration,matched video title,dominant_tempo_variance,tempo_transition_complexity,active_bpm_variance,pitch_high,pitch_low,pitch_range,rms_variance,repeat_area_size,repetition_ratio,repeat_area_size_without_offset,repetition_ratio_without_offset,key,scale,strength,mfcc_0_mean,mfcc_0_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,centroid_mean,centroid_std
219,Dierks Bentley - Drunk On A Plane,Drunk On A Plane,Dierks Bentley,,Country,Country,0.8375,0.75,Q1,Q2,mismatch,PN,Vd2qlMV-seQ,255.0,Drunk on a Plane Lyrics by Dierks Bentley,4.752610457873632,0.1312818645302257,1127.849419290404,156.46466200170096,65.40639132514966,91.0582706765513,0.0120657887309789,81090892,0.6773581322034499,81930514,0.6790857714511845,A,major,0.9276146292686462,-41.39133,99.652985,92.72097,28.328136,-6.702254,19.968868,28.61185,13.835397,8.484852,11.756627,7.573964,10.684755,-0.48207942,9.375478,5.67343,9.220175,-4.4917808,8.935283,6.3531065,8.979256,-1.6824689,8.230869,1.8893179,8.567417,-3.0800261,8.057833,2226.531162707775,744.6275854957388
224,Drake - Sneakin',Sneakin',Drake,Sneakin',Hip-Hop,Hip-Hop,0.5875,0.5,Q3,Q2,match,NN,KZPgZmOTgCs,249.0,Drake - Sneakin' (Ft. 21 Savage) (Audio),2.638444277899067,0.1031553398058252,466.2229233399018,66.93519325188251,65.40639132514966,1.5288019267328536,0.0124045293778181,90729912,0.7970074025219823,91577760,0.7980845224078473,Ab,major,0.7593926191329956,-130.94511,104.43484,81.92771,50.384632,18.709787,40.21638,26.790361,21.396759,22.378279,17.61371,15.477178,17.344433,0.17043068,14.160788,10.386062,13.774153,4.7255015,13.105353,8.439548,12.209739,10.249974,11.490473,11.105687,10.501937,9.029022,10.984671,2225.1284722973915,1297.6615144807527
225,Drake - Get It Together,Get It Together,Drake,More Life,R&B,Pop,0.4125,0.525,Q3,Q4,mismatch,NP,CzmiPn1BJms,250.0,Get It Together,2.6706465789439733,0.0577814876646262,324.77580584663986,124.18608452867444,65.40639132514966,58.779693203524786,0.0225626565515995,91493202,0.7932694023402406,92379246,0.7946497630431064,F,minor,0.9012844562530518,-138.84828,104.49496,125.69683,44.81598,33.86115,23.44244,24.758823,17.234621,11.897458,15.720071,13.08845,13.301711,5.7021346,13.312964,2.748604,11.129963,-1.080209,10.765405,3.734717,9.47663,0.12100317,9.396351,4.9754934,7.950224,1.010315,7.846673,1468.4312899691786,1030.897894721623
227,Drake - Jumpman,Jumpman,Drake,What a Time To Be Alive,Hip-Hop,Hip-Hop,0.475,0.425,Q3,Q1,mismatch,NP,HRykt5M6xww,206.0,Drake & Future - Jumpman (Official Audio),2.582881104319527,0.0769490761604326,72.65234151681949,65.40639132514966,65.40639132514966,0.0,0.0118357790634036,31719020,0.406493996044276,32277384,0.4096979037811225,Ab,minor,0.7140300869941711,-132.2842,89.86001,96.46241,40.588047,17.073774,31.964388,25.22611,21.151733,15.301537,19.109694,15.300777,15.649369,6.239215,15.152113,6.3651657,14.575215,-0.47341892,13.67751,7.972657,11.64438,6.208431,11.875798,9.697689,10.780839,0.017887618,10.376788,2025.9365722882246,1005.4806817724319
229,Drake - No Long Talk,No Long Talk,Drake,More Life,Hip-Hop,Hip-Hop,0.45,0.4,Q3,Q2,match,NN,kM3qUVHqGmM,150.0,No Long Talk feat  Giggs -  Drake (Audio),3.876938180142784,0.125659323611542,367.37161818526465,408.1700114541761,65.40639132514966,342.76362012902644,0.0344332195818424,25583384,0.6239117496746479,26002472,0.6257978043131468,Eb,major,0.755588948726654,-115.0459,94.20203,69.81616,55.05397,-8.076913,33.82008,13.10002,22.473005,0.6243998,21.579792,2.2869937,19.261877,-13.704481,17.300434,-1.755933,16.524044,-7.107574,14.085227,4.031682,13.393492,-3.0860176,12.924056,5.24859,11.283165,-1.0800294,11.433157,2679.9280261778463,1457.389127070317
232,Drake - Faithful,Faithful,Drake,Views,R&B,Pop,0.4125,0.475,Q3,Q4,mismatch,NP,zWNej6SN8v0,270.0,Drake - Faithful feat  Pimp C& dvsn Audio,5.506303502409961,0.1245915735167669,1068.1581377438044,193.74649219115264,65.40639132514966,128.34010086600298,0.0326560288667678,53105088,0.3955092448093975,53857898,0.3981896524317798,Eb,minor,0.8193336129188538,-168.6299,100.46403,107.87818,43.23256,19.299212,31.368717,24.522171,19.717863,7.8894134,18.925158,2.8881233,17.926744,-1.5634646,14.792725,10.35123,13.347169,-2.3089275,13.735098,10.599619,11.701117,1.708186,11.229637,1.2156023,9.836155,-1.1354057,9.738077,1673.281386605131,1023.9490609313997
233,Drake - Controlla,Controlla,Drake,Controlla,R&B,Pop,0.4,0.4875,Q3,Q4,mismatch,NP,5ISs-_I2CG8,246.0,Controlla - Drake (Official Audio),4.890107592909871,0.1085315213288033,148.79929764730977,335.38934511626763,65.40639132514966,269.982953791118,0.0168914906680583,52012468,0.4669973687953643,52641922,0.4688650253854777,Bb,minor,0.8534745573997498,-171.47163,108.599686,68.29227,44.95021,15.13818,36.024582,9.741754,22.00762,-5.7065234,22.056597,0.3797432,16.254305,-11.35171,15.586845,8.334851,16.703335,-7.130543,14.539729,1.7716507,12.800901,-2.7465553,13.214842,-0.4447733,11.092431,-1.3832933,10.415953,2702.708611693666,1333.7923075204787
234,Drake - Portland,Portland,Drake,More Life,Hip-Hop,Hip-Hop,0.3875,0.4375,Q3,Q2,match,NN,TPPbhBJg714,237.0,Drake - Portland OFFICIAL AUDIO,4.096835594984582,0.0745317250171619,62.19642140736581,363.6381399878532,65.40639132514966,298.2317486627036,0.0277465991675853,48677750,0.4720776167163544,49289951,0.4740384264259076,C#,minor,0.7717046737670898,-139.68558,101.37472,77.86542,41.781734,34.04279,34.264454,18.909725,23.496498,4.950783,24.18061,7.6030803,19.033504,-0.21801525,18.117418,9.304663,17.269882,5.7063017,16.554153,9.186064,14.918087,3.9286823,13.017667,7.4283576,12.605983,-1.9281389,12.289664,2310.4318010993793,1290.3242693639522
235,Drake - Too Good,Too Good,Drake,Views,Pop,Pop,0.45,0.7,Q4,Q3,mismatch,PN,1lbKUiZv1fI,264.0,Drake - Too Good ft. Rihanna,4.038922209963179,0.0889397675237759,245.22466696633876,127.82501456536237,65.40639132514966,62.418623240212696,0.0231867060065269,98929832,0.7729178017670995,99820240,0.7740479094025859,D,major,0.873487651348114,-112.07122,110.59508,99.31834,30.271593,16.433739,22.735048,36.552223,21.875046,16.481638,16.136354,16.645151,12.847827,3.8066227,12.880208,11.598998,12.635947,0.38236687,9.730524,7.247065,9.744284,5.5186005,9.04172,4.1296926,8.163953,-0.98908925,6.8482237,1724.5442802714524,780.8790433309572
237,Drake - Pop Style,Pop Style,Drake,Pop Style,Hip-Hop,Hip-Hop,0.525,0.3125,Q3,Q2,match,NN,OJu4kkAbxHQ,209.0,Pop Style,4.972200462828827,0.1386764216827402,451.569851848108,136.9994584594705,65.40639132514966,71.59306713432085,0.0212404355406761,21101884,0.261766254375727,21656791,0.2661244272300571,B,minor,0.7073876261711121,-150.4086,123.14222,104.92691,45.263054,19.552143,35.554916,24.38047,27.75857,12.931957,23.350166,14.687772,16.222818,0.038641065,14.632941,6.484691,14.75774,-3.6116402,13.118935,2.2088692,11.745578,0.38427052,11.302965,4.4762635,10.613293,-1.972661,10.262992,1642.128398048664,1132.9313076783199
238,Drake - One Dance,One Dance,Drake,Views,Pop/Dancehall,Pop,0.6375,0.5625,Q3,Q1,mismatch,NP,FOqKN-ouAUE,174.0,One Dance (feat. WizKid & Kyla) - Drake (Official Audio),3.3275106486600543,0.0836886993603411,265.22597237407996,420.1303057205832,65.40639132514966,354.72391439543355,0.0268276929855346,40687324,0.7308139733924547,41261606,0.7327578454248708,Bb,minor,0.8173877596855164,-121.047356,98.953415,94.59918,33.37548,12.020194,28.02029,23.66766,17.863924,6.924709,16.449566,7.81296,15.659765,0.5477063,14.946426,10.930158,16.62972,-2.7210357,12.572433,3.9623842,12.823192,2.6714735,11.134643,-0.447026,8.932047,0.7098745,9.718946,2018.5007793215127,941.9724954262055
239,Drake - Ice Melts,Ice Melts,Drake,More Life,Hip-Hop,Hip-Hop,0.625,0.6875,Q4,Q2,mismatch,PN,mueGctT6DTM,255.0,Drake Feat. Young Thug - Ice Melts (Audio),4.937691660554576,0.1354821087134662,465.3279140834715,425.011984726932,65.40639132514966,359.60559340178236,0.0170981809496879,64570462,0.5394603797299359,65252467,0.540947313731918,E,major,0.8918910026550293,-153.24092,111.88344,80.810425,48.562027,1.0156851,37.10487,4.089042,23.439312,-3.145622,20.807487,-4.280735,16.59681,-8.264672,14.645162,5.6621776,15.748656,-5.4064384,13.070926,2.6469955,11.84982,-2.0099936,10.850724,-0.16894878,9.077902,-2.35891,9.932195,2418.7386106981025,1372.4033587493666
249,Drake - Fake Love,Fake Love,Drake,Fake Love,Hip-Hop,Hip-Hop,0.5375,0.45,Q3,Q2,match,NN,6CtaVeNw4A8,211.0,Drake - Fake Love (Lyrics) oficial audio,4.969885187585269,0.0614605132723868,64.10974692520733,398.84739550836855,65.40639132514966,333.44100418321887,0.0263627208769321,44212352,0.5414309956759832,44784813,0.5433188001670447,C,major,0.8594456315040588,-160.71007,115.99615,74.271416,42.36687,26.703083,36.077663,29.993261,21.502506,5.5721526,20.357067,7.299626,16.336126,-7.1302543,16.62412,6.3573875,17.221676,-11.248661,15.764945,4.262923,15.693802,-4.819144,13.946848,-4.258378,13.785167,-8.763259,12.588651,2217.7897064984595,1336.2035523894754
251,Drake - Feel No Ways,Feel No Ways,Drake,Views,R&B,Pop,0.431818181818,0.4659090909089999,Q3,Q3,match,NN,V-2-BYqEwY8,230.0,Drake - Feel No Ways Audio,2.8363208358440164,0.1170416708707496,503.3907482374589,111.27813843321148,65.40639132514966,45.87174710806181,0.0208068061619997,52687240,0.5410073421078389,53413115,0.5437671331759124,C,major,0.881229043006897,-94.11094,101.18613,71.78387,48.716133,8.764123,38.258038,32.08649,22.357286,-4.2719007,17.54977,28.534103,22.217113,-14.55403,13.250176,14.360827,12.695087,-5.440487,9.85051,7.379346,9.410565,-1.8487452,8.091514,1.4974627,7.6412587,0.5956234,8.054713,2678.1906430736253,1271.2419982376318
252,Drake - Fire & Desire,Fire & Desire,Drake,Views,R&B,Pop,0.1375,0.3625,Q3,Q4,mismatch,NP,jGMCfshaJuw,238.0,Drake - Fire & Desire,4.453751205645001,0.1274834437086092,513.4470862611653,211.28204791122093,65.40639132514966,145.87565658607127,0.0265183448791503,25470738,0.2435972737406017,26078028,0.2473449382797361,B,major,0.8818750381469727,-239.39516,124.93705,83.92671,47.829594,30.792763,34.853245,26.696636,21.358221,22.22602,20.097694,14.180658,15.871429,0.65621644,14.51784,9.05656,12.794197,-0.6923494,12.460857,6.0000353,10.457354,3.282733,10.671507,1.4252183,9.797375,-0.50071293,9.74268,1824.7714507401622,1451.8209424089355
260,Drake - Jorja Interlude,Jorja Interlude,Drake,More Life,R&B,Pop,0.4625,0.3,Q3,Q3,match,NN,aSRsHBcyklU,108.0,Jorja Interlude,6.598509156597212,0.1446744286330314,1312.384242113028,735.7268232938883,65.40639132514966,670.3204319687386,0.0268469955772161,7703976,0.3647954269739216,7979656,0.3709562399667817,B,major,0.7765259742736816,-179.90227,93.23679,83.59286,40.488926,-33.172333,34.793777,-5.1011486,22.792131,-17.003881,19.819931,-3.1033678,18.692383,-10.956335,14.523749,-12.644801,17.579668,-15.045064,14.104572,-11.413836,13.554684,-8.495716,13.142046,2.791158,12.8954115,1.9389734,13.433965,2128.1002825804803,972.333839479852
263,Drake - Keep The Family Close,Keep The Family Close,Drake,Views,R&B,Pop,0.4125,0.35,Q3,Q3,match,NN,Wp-SDlCwX5k,330.0,Drake - Keep the Family Close (Audio),0.1481027868954319,0.2727593010146561,1132.6308070521254,177.66631669600923,65.40639132514966,112.25992537085958,0.0121322739869356,56760810,0.2835087048067675,57738032,0.2866650662392646,A,minor,0.891128420829773,-124.2511,105.03285,110.74989,37.4344,-1.7313344,22.171598,32.04661,16.885296,7.474771,15.241225,6.3894644,11.992285,-5.203889,13.010243,10.541693,12.860186,-3.4721372,13.644194,8.700439,10.260806,1.258768,9.269712,2.4789183,8.197159,0.70388514,8.190123,1756.7237496779678,841.1827242073874
265,Drake - Madiba Riddim,Madiba Riddim,Drake,More Life,Pop,Pop,0.5125,0.675,Q4,Q3,mismatch,PN,ew3GPJt-aDg,205.0,Madiba Riddim - Drake (Audio),2.842409432222168,0.0679633608503901,34.81632394953524,68.89654412432702,65.40639132514966,3.490152799177366,0.0437761768698692,58096598,0.7501290917354433,58740071,0.7511647803531747,D,major,0.8054081797599792,-138.19699,99.738495,108.86794,34.532288,15.323442,30.677265,28.469862,20.800976,0.9232385,16.4012,12.03022,16.401487,-3.543293,12.289194,11.62092,13.130962,-0.010211113,12.951641,6.895343,11.977149,3.3350725,10.50328,3.517252,10.105285,1.7031318,9.462671,1540.6949183205973,874.215877925902
269,Drake - Passionfruit,Passionfruit,Drake,More Life,R&B,Pop,0.5875,0.6375,Q4,Q3,mismatch,PN,COz9lDCFHjw,299.0,Passionfruit,2.7430392663861274,0.0752621359223301,79.10728536148552,102.04250286354404,65.40639132514966,36.636111538394374,0.0127198668196797,110651446,0.6719462715260474,111679859,0.6737214606466208,B,major,0.8154369592666626,-179.9562,107.71932,116.983284,42.18123,37.265778,30.293272,35.29961,15.831802,17.54122,14.522733,17.29084,11.32821,5.0916615,12.121667,10.522029,10.540842,2.7145476,11.228502,6.7174015,9.787747,2.6328416,10.1989975,4.305437,8.042152,1.9802566,8.14806,1429.2692696375732,998.8627411167232
275,Drake - Since Way Back,Since Way Back,Drake,More Life,R&B,Pop,0.3375,0.4125,Q3,Q4,mismatch,NP,-I8oNLTQL-Q,368.0,Since Way Back,5.25383147214549,0.1355921509243485,846.9549916121331,389.7377084050387,65.40639132514966,324.331317079889,0.0299083217978477,78165500,0.3128554172303051,79077899,0.3148120818325668,C,major,0.934794008731842,-192.61957,108.44369,92.552635,45.26516,16.26394,32.81792,27.293457,23.531519,12.681102,20.919027,10.03543,15.193179,-3.824058,16.061714,5.4440775,15.454071,-4.6555867,14.188219,3.07781,11.892904,2.048766,11.273226,1.2573179,10.57726,-1.5664148,10.624492,1751.2384242361786,1187.1306163084132
280,Drake - Teenage Fever,Teenage Fever,Drake,More Life,R&B,Pop,0.325,0.525,Q3,Q3,match,NN,e8HtwsnuTIw,220.0,Teenage Fever,3.943300300902776,0.0986049461001902,194.4960533542462,96.31529725464738,65.40639132514966,30.90890592949772,0.0284491293132305,21300354,0.2400662571858075,21927016,0.2449140195710363,Ab,minor,0.8287226557731628,-190.64853,105.02312,118.24245,49.44553,33.32866,34.655064,27.202135,22.27522,27.340878,21.511309,22.733067,18.088507,0.32554683,13.544268,9.107846,16.18153,-0.79282445,12.021088,11.248918,11.881535,0.45385572,11.328078,0.40770152,9.053779,-0.6156745,7.9517403,1402.7527868710417,1177.0594163200594
287,Dreezy - Body,Body,Dreezy,Body,Hip-Hop/R&B,Hip-Hop,0.5,0.6875,Q4,Q1,match,PP,i0Fh1SkjXPQ,231.0,Dreezy - Body ft. Jeremih,3.865756468339193,0.1292168674698795,141.69773487524392,337.3322358273121,65.40639132514966,271.9258445021625,0.0163199305534362,29112896,0.2959926941913913,29712450,0.2995158344220254,G,major,0.9067217111587524,-77.22307,74.66354,87.570656,39.363373,-5.858846,34.423176,26.07933,21.287449,0.7824021,17.74574,-3.554592,15.323601,-1.8651067,14.148774,-3.4765284,12.082475,-3.2722106,11.754257,-0.6906652,11.12966,-6.3683596,10.914403,4.786855,10.926121,-4.08925,9.982571,2307.305903740967,1004.0163234486643
294,Dustin Lynch - Seein' Red,Seein' Red,Dustin Lynch,Seein' Red,Country,Country,0.7,0.55,Q2,Q1,mismatch,NP,zPrOEMW60MY,195.0,Dustin Lynch - Seein' Red (Official Audio),3.882482608629101,0.1605848092238203,806.7492142148283,130.8127826502993,65.40639132514966,65.40639132514966,0.0074616190977394,62693798,0.8947913566878426,63373215,0.8953729341433846,Ab,minor,0.8343331217765808,-47.92856,84.420235,86.28266,28.054865,-0.28704625,17.238333,26.381262,13.395355,1.5592016,11.143622,8.343946,8.771556,-1.9978094,10.182017,3.4592664,8.612824,2.2688444,7.5719438,7.2432957,8.736379,-0.9568656,8.0627775,4.993925,7.00069,1.7150828,7.786552,2448.452304769165,696.5659554151456
297,Dylan Scott - My Girl,My Girl,Dylan Scott,Dylan Scott,Country,Country,0.675,0.7,Q1,Q1,match,PP,EH7_FWWgxPA,191.0,My Girl LYRICS - Dylan Scott,3.24520228513621,0.1702489374620522,676.4892705730904,101.45478129445333,65.40639132514966,36.048389969303656,0.0045181945897638,29937070,0.4460426571749512,30577105,0.450888498858479,Ab,major,0.9819440841674804,-79.981186,78.44592,104.697914,35.045216,-0.3197156,20.687523,32.91394,13.077307,8.4264145,12.8013935,14.489455,10.3994,2.6638126,9.842312,8.383032,8.642852,2.07693,8.815948,7.037776,8.89286,2.0329864,7.40322,1.475766,7.868197,0.96558124,7.491565,1966.5709749772452,858.9922690649079
298,Ed Sheeran - Castle on the Hill,Castle on the Hill,Ed Sheeran,÷ (Deluxe),Pop Rock,Pop,0.725,0.7375,Q1,Q4,match,PP,b3ZGthPU3Ek,270.0,Ed Sheeran - Castle On The Hill [Audio],3.8451934548254454,0.1829048069481468,1411.8597686651062,133.09934981412218,65.40639132514966,67.69295848897252,0.0163540095090866,99601410,0.7419266229761501,100504225,0.7431895219030596,D,major,0.9586987495422364,-58.69564,123.03011,104.252,38.080887,-8.457647,23.316349,34.95381,16.706192,9.298547,11.409886,8.483692,9.152819,0.7807142,8.917811,5.0614457,9.396901,-4.0059185,8.016067,3.7471256,9.418324,-0.98055106,8.073397,5.8907104,6.9404926,0.9677445,7.1912556,1884.174956993762,913.1228251383235
303,Electric Light Orchestra - Mr. Blue Sky (Album Version),Mr. Blue Sky (Album Version),Electric Light Orchestra,Flashback,Art Rock,Rock,0.7375,0.6125,Q2,Q1,mismatch,NP,wuJIqmha2Hk,302.0,Mr. Blue Sky,4.713660563075702,0.1095995695949581,1408.5454694540497,131.5705733911144,65.40639132514966,66.16418206596475,0.0038210893981158,72470582,0.4309057178963607,73370969,0.4334139654602872,F,major,0.876681387424469,-96.12908,85.57106,103.66446,30.53105,-21.485775,24.32272,29.85334,15.170034,-1.8534191,12.103157,0.023020767,10.43772,-4.557066,9.649504,3.3383663,8.856989,-6.3848248,9.99016,2.697321,7.837721,-6.372669,7.5708447,-1.544517,7.71695,-4.639311,7.397002,2064.190531108168,626.2944791255408
304,Elle King - America's Sweetheart,America's Sweetheart,Elle King,Love Stuff,Alternative Rock,Rock,0.9,0.7375,Q1,Q2,mismatch,PN,VOMYn-A4SVk,248.0,Elle King - America's Sweetheart (Audio),2.4260642868664655,0.1484396963733483,675.3203959759776,115.86971395503193,65.40639132514966,50.46332262988227,0.0084010539576411,100654606,0.8910246121161833,101539373,0.8917112329638435,Ab,major,0.9664991497993468,-25.099865,97.21962,95.205376,31.103754,-18.25749,18.199604,25.921171,16.036842,3.028014,10.495861,5.9192877,11.128207,3.1605852,8.693027,4.7611513,8.88155,4.164408,8.1511345,4.3626842,7.8049326,3.7354052,6.936991,4.4043665,6.6103563,0.61374944,6.9186754,2216.710433615678,752.7116963101935
306,Elton John - Step Into Christmas,Step Into Christmas,Elton John,Caribou,Pop Rock,Pop,0.775,0.875,Q1,Q1,match,PP,IbRtGMm96F8,245.0,Elton John - Step Into Christmas,0.9887055856107624,0.1487971206667929,741.626154256083,162.92073075152206,65.40639132514966,97.5143394263724,0.0002281425986438,84581098,0.7649155049742375,85389164,0.766018831526992,Eb,major,0.8092433214187622,-167.41422,77.36493,68.25669,15.678834,3.9638956,16.066244,25.703957,12.463895,2.254555,8.907551,12.557705,8.239449,2.399495,8.446065,5.290865,6.369602,-6.839011,7.269209,2.9677918,7.6692276,-6.112345,7.31404,0.61227095,7.522581,-6.9384065,7.013474,2867.2319167387095,517.611626512964
307,Emeli Sandé - Hurts,Hurts,Emeli Sandé,Hurts,Pop,Pop,0.9,0.575,Q2,Q3,match,NN,6XVbSWyMjT0,238.0,Hurts,2.572987956839865,0.1550077942322681,782.9580174203825,165.76853496220332,65.40639132514966,100.36214363705366,0.0059497114270925,33611624,0.3217067932711723,34361034,0.3261616815676431,C#,minor,0.8757558465003967,-62.71411,94.32615,106.18421,26.067001,-9.434002,22.457382,17.978241,14.258922,5.903757,10.506348,4.2949643,13.003918,9.699066,9.593759,3.775494,9.45646,5.667278,9.513502,8.77591,9.706284,-3.0916877,8.280684,3.0091703,7.949481,-2.9825304,8.063402,2026.1992308748288,655.3935439468952
308,Eminem - Love The Way You Lie,Love The Way You Lie,Eminem,Now Thats What I disposition Music! 37 (US Retail),Hip-Hop,Hip-Hop,0.8125,0.85,Q1,Q2,mismatch,PN,acMtKzTbAAU,263.0,Love The Way You Lie,3.3505018217370304,0.1280084633694789,337.37436613506895,590.7319012233158,65.40639132514966,525.3255098981662,0.0067612524144351,96898668,0.7587915549802547,97773661,0.7599167422960311,Bb,major,0.9433271884918212,-41.945847,93.41075,80.33077,33.443832,-20.813158,23.686268,18.095373,19.641151,8.950027,14.63151,3.8701694,13.139702,1.1737602,10.181232,5.7764373,14.869018,-0.8182409,10.20758,2.242818,8.178221,-4.1074862,8.528816,-0.346305,8.339444,-5.680565,8.650506,2674.1092331840982,1028.3634754507152
309,Eminem - Infinite,Infinite,Eminem,,Hip-Hop,Hip-Hop,0.35,0.3875,Q3,Q2,match,NN,TyUWs246kAo,241.0,Eminem - Infinite,5.831563619728341,0.1042188403005201,260.5127239156014,180.77186920887385,66.54967490706109,114.22219430181276,0.0035205264575779,58076766,0.5432545227428472,58765958,0.5452099478221294,C#,major,0.6404064297676086,-139.57814,64.929245,78.61986,41.497883,28.271353,33.335903,26.778294,21.088211,17.199131,14.00249,15.062323,13.197311,2.7593567,10.989392,18.085592,10.177409,-3.3622653,8.684493,8.806534,7.653186,6.081245,7.262203,8.766859,7.4774537,2.6162586,6.9976215,2472.744074162995,1193.0228512712017
313,Eric Church - Kill a Word,Kill a Word,Eric Church,Mr. Misunderstood,Country,Country,0.5375,0.6625,Q4,Q2,mismatch,PN,2EraXMffqKU,199.0,Kill A Word,2.3841665313013825,0.1523310023310023,577.2611104454985,136.21039964151845,65.40639132514966,70.8040083163688,0.0088651813566684,54524392,0.7480478853668074,55204360,0.7498921435984373,D,major,0.9425947070121764,-79.101265,94.7646,87.94661,31.778927,2.8196464,21.447882,35.6066,14.279548,7.551632,12.400934,11.576698,12.661903,3.5022962,10.128704,7.1979556,10.098233,0.2929419,9.294463,10.257069,8.626189,-4.8696833,9.258408,3.6508522,7.3851147,-3.0082896,7.2302423,2241.991504755427,847.7492313201348
314,Eric Church - Record Year,Record Year,Eric Church,Mr. Misunderstood,Country,Country,0.5625,0.65,Q4,Q3,mismatch,PN,g5DmjzlBWsw,180.0,Eric Church - Record Year (Official Audio),4.191383034515797,0.1839318005683285,447.12865773694546,237.15608026942812,65.40639132514966,171.74968894427846,0.0087535800412297,23437278,0.3953503490923935,23959794,0.3997392062979687,F,major,0.946944773197174,-125.62593,133.49576,102.78328,39.03624,-7.213128,23.849964,28.836111,15.923313,1.970301,16.233263,0.28619337,15.218459,-2.729882,12.748255,4.114106,10.686686,-5.2807426,10.915135,5.024224,10.489411,-6.751108,11.038014,-3.5579908,9.659652,-7.988529,8.671633,1969.3201070287423,877.0237798848226
324,Fergie - M.I.L.F. $,M.I.L.F. $,Fergie,M.I.L.F. $,Pop,Pop,0.8875,0.55,Q2,Q1,mismatch,NP,5AhxNiBeogY,165.0,Fergie - M.I.L.F. $ (Audio),1.94828398082386,0.1157569804967026,227.29371967378353,128.565497341737,65.40639132514966,63.159106016587344,0.0152033157646656,34848314,0.6943258974770742,35390029,0.6967346363986279,F,major,0.708643913269043,-63.712494,115.47509,74.15911,37.90769,-5.81357,27.847597,18.594769,23.735245,7.330267,16.293703,9.66138,15.8165865,8.199172,13.604095,7.2604265,12.693243,2.6967354,9.836277,6.5100017,9.7519045,1.2329024,8.303236,7.9139977,9.36332,0.0935407,8.294169,2456.9327776151963,931.7254971718419
325,Fetty Wap - Wake Up,Wake Up,Fetty Wap,Wake Up,Hip-Hop,Hip-Hop,0.4875,0.6125,Q3,Q1,mismatch,NP,MWI3z03FMrg,227.0,Fetty Wap - Wake Up (Lyrics),3.704210749359859,0.1184775936157151,368.15070519042416,70.91536696417685,65.40639132514966,5.508975639027199,0.0103625394403934,43005914,0.4541178879131836,43589278,0.4562837541995235,F,major,0.8883408308029175,-81.052536,85.72652,75.20281,32.181145,18.45209,26.041658,15.305605,18.866905,3.1505475,14.813049,1.765347,13.989059,-2.7468486,13.158839,4.7807617,12.249903,-9.682099,12.345222,8.634139,11.651056,-1.642913,10.604982,4.073057,10.280214,4.169369,9.816951,2634.7828072358698,994.8829872730572
327,Fifth Harmony - Work From Home,Work From Home,Fifth Harmony,7/27,Pop,Pop,0.7625,0.7375,Q1,Q1,match,PP,VZ1xq1HihVA,215.0,Fifth Harmony - Work From Home (ft. Ty Dolla $ign) (Audio),3.971077810013054,0.077563825183903,82.90758489115983,227.75828324510303,65.40639132514966,162.35189191995337,0.0152547927573323,29178210,0.3446207204498362,29652688,0.3470117611461074,Ab,major,0.9377841353416444,-81.52938,94.20879,91.98495,35.98958,2.4721987,26.178944,0.9055363,21.102766,3.473916,19.009407,-3.8732853,18.706873,-4.7528906,15.732308,-0.38591793,16.40918,-2.7669706,13.449435,3.8735573,12.405908,-1.5518422,12.692601,5.574196,10.858265,-0.31978604,10.569728,2320.6445420198133,981.7729525703992
332,Fleetwood Mac - The Chain,The Chain,Fleetwood Mac,Rumours (Super Deluxe),Rock,Rock,0.7625,0.725,Q1,Q2,mismatch,PN,xwTPvcPYaOo,271.0,Fleetwood Mac - The Chain (Official Audio),3.7667883313772665,0.0932145305003427,162.04118935622577,108.1102658399776,65.40639132514966,42.703874514827945,0.002299380255863,97120736,0.7181081896616421,98046922,0.7196865834993594,E,minor,0.8874452710151672,-205.97168,140.4206,89.777504,35.022106,5.6472516,25.854736,19.665861,16.572031,-0.5790298,11.901339,-1.0858983,13.4628725,-0.26537466,9.060576,1.2961991,10.30771,1.472724,9.060623,5.400904,9.780387,-2.293161,8.53239,-1.653092,8.583629,-4.411744,7.7492614,2377.3425020750533,912.9397159725861
333,Flo Rida - Cake,Cake,Flo Rida,This Is A Challenge,Hip-Hop,Hip-Hop,0.7875,0.775,Q1,Q1,match,PP,_gjsR3R51fY,185.0,Flo Rida & 99 Percent - Cake [Official Audio],5.421672209448153,0.1255498303380671,289.0642920477003,246.9416506280621,65.40639132514966,181.5352593029124,0.0194405801594257,31590466,0.5043233394493011,32108595,0.5071338341789962,D,major,0.9818446636199952,-32.77761,108.738045,73.938324,30.628862,-3.495637,21.438124,14.3757,15.809229,-1.1417936,15.3183365,2.7346396,12.571566,-3.1122866,11.39816,7.1079674,12.609262,-0.4447147,11.871814,7.0896826,10.023075,0.7130401,9.957274,5.375532,10.888536,2.5255582,10.276255,2647.718793130684,819.468722674901
